clean_text,label,sentiment
hi dear indira india sach nice person appreci averi bodi wo,2,neutral
chahe seat samajh lo ya ink dwara kiy hue ghotal,0,negative
receiv time power women award categori bureaucraci 28th may dedic award colleagu ar,1,positive
phir bhi dmk jaisi anti hindu parti ko vote kart hai,0,negative
inta goal achiev karl ism hi bharat ki naiya kuchh paar ho jayegi ab gods ka jikr nahi karna sachhai kisi ki mohtaj nahi hoti,0,negative
insan insan insan1 happi birthday insan1 sister ji papa ji aapko,1,positive
hooo ggod pleas tell im fan incred,1,positive
nice congratul mam desh aapko rakh aag,2,neutral
like egg hate banana,2,neutral
attent godi media 5 sal tak gae gobar hindu muslim 3 talaq etc pe dabat ker ker desh ka kiya bhala kiy,2,neutral
total understand usual pretti done sona well know,1,positive
kyu congress aur sp ke spokesperson nahi arah hai polit se cricket agay,1,positive
shayad shair jink dil acch hote hai unki kismat kharaab hoti hai hume kissi se koi shikaayat nahi shaya,1,positive
love continu inspir peopl alway rememb alway f,2,neutral
khud sharda chitfund ki ghotal ki pramukh waiti hain duaro ko daket bolti hain khud c,0,negative
muslimo ke chatukar tu muslimo ke mude uthata hai delhi dhurav tyagi ko maar diya gya meerut,0,negative
underestim power ballpoint pen matter chai walla street time great level htt,1,positive
tun chuteya hein ki pagal sala teinu kha c na mein phla apni aukaat ch rha kr teri aukaat boot,0,negative
20 saal se ram mandir nahi bana sake aaj west bengal ke pish pade ho dollar 7,0,negative
lawyer tutor sagay actual ask refund tuition fee un,1,positive
mitali ji ye haramkhor ladna nahi chaha raha tha isko phasa diya gaya ye,0,negative
hlo god cricket ji apko sabs ayada kon se bowler ki pitayi kart huy maza aata tha sachinopensagain,2,neutral
ca nt wait happyacadem workshop still time regist eent friday gnurs,2,neutral
mt pchna yup twistooo rubber like gud health,2,neutral
modi ki jeet jasahn manan allah khud aye threatr unonhn modiji ko badhai bhi p,1,positive
tailor ki maa ki ankh abbu apni suit ka size dy k aya tha kanjr ne mera bhi meri abbu k size ka seeee diyaa,0,negative
modi sir light sinc 1020 pm tilak nagar west delhi,1,positive
thank chopra1 hope recov well best wish,2,neutral
ind,1,positive
dharam pe baha ke alawa ghodi ke paa kuch nahi hai gdp pe gaha karegi salari cut kar di,0,negative
india ke sartaj mr narendramodi ji ko hum sabhi bhartiyon ki taraf se bahut bahut badhai b,2,neutral
bhaiyya bjp jeet gaye sabhi seat par ab kahe ki khunna bses,1,positive
jita hitlet v tha bhai burnol tume chahiy kaam ginat nahi kabhi bjp k cow ka gobar b,0,negative
jab tak bjp ke talw chatog tab tak congress kya koi nahin dikhega aapko aur kitna jaleel hoge sab dal,0,negative
ahmd ab modi jihadi like u mujh sikhayeg tum log ab bhakt nahi rahe ab tum modi support ji,0,negative
arushi shine glow bnane wala kamin,1,positive
thank u come live miss bhai apn duaa k kaha apka lia har namaz duaa krti hn apka nam la ka r aesa,1,positive
lover loool yaahn toh woke ka sawaal hi nahi tum matlub romanc enjoy na karn insaan ko,1,positive
woke beauti featur thank,2,neutral
dekoyou good form see got far unfortun time s,0,negative
sharma4 evm dhand ho sakti hbut etn bade level pe nahi congress ko agar vote lene h andar hi,0,negative
chori ki baat kisn ki bjp ne koi congress ki tarah ghotal nahi kiy kal se hi congressi ev,1,positive
canni believ av excit new car n want go fun tell patch,2,neutral
hamari abhi saadi hi nahi hui hame pta hi nahi hai ager mere sath tumari sadi ho jay,0,negative
bhakton ko lagta hain ki main unki side li hain aur uss bhi khatarnak baat ki yeh sab se disagre bhi nahi kar,2,neutral
long rock n roll und steal love von mando diao matter king leon,2,neutral
aap sirfsabko yaad dilaiy ek ek flyover se aapn 25 crore 50 crore 75 crore 125 cro,0,negative
mla bjp k hain mayor bjp k hain nahi mp bhi bjp k koi bhi dhayan nahi deta pls look,0,negative
hum labon se keh na paay un se haal dil kabhi aur wo smjhe nahi ye khamoshi kya cheez hai,1,positive
1 hi tareek de 20 30 saal baad ki sab khus raheg 1 jana khus rahega ki case chal raha hae 1 jana khus ho,1,positive
absolut correct honbl true patriot hinduism dharma ki fighter woman sadhvi madam namo namo jai,2,neutral
ur love u r lovez one side wala sunkr dukh hua,1,positive
nahi dharam ke adhar per hi desh ka batwara hua tha muslim ko pakistan bangladesh mila aur hindu si,0,negative
jaaz saab ko salo saal ke pend case ko soultion maza nahi aata inko public pais month case miljay,0,negative
kodwa guy gave us thandiw forget nation man intern treasur protect,2,neutral
bhai aap ai tarah rok rok kay nahi khel saktey aap jiesey khelt hoo wiesey hee khelo team aur,2,neutral
abhi samajh aay thik warna badhao bhaichaara jisk pass chaara tak k pais nahi unk sath,1,positive
bc log murder kark bahar ghoom hain govern waalon free avadheshdubey,0,negative
welcom new india new pm mannia yasaswi friend wa hamar sabs lokpria bhayi sahab aap ko wa poor deshwasiyon ko j,2,neutral
raja prithiwi raj chauhan galti nahi karta toh tum paida hi nahi hote,0,negative
mere bhaijan ki movi india ke sultan ki movi bharat,2,neutral
views0 mera favourit hn bhartan dhona ghr mei meri duti hy baqi aik bnda handi pakaata hy aur dosra roti,2,neutral
anti hindu anti nation inka bas chale kanahiya ki tarah ye pakistani hafij ko bhi india ka 1st nagrik b,0,negative
modi ji say mera anurodh hai ki manniy jai bhan singh ji pawaiya ko rastriy adyakch ka pad diya jay,2,neutral
lych ab aat h tmhri baat parkya hatya,0,negative
son teri bander bhi agr gand mar kr bhag gaya usko bhi yahi boliyo blega kiya,0,negative
isko chupak rakho bjp ticket na dede isko,1,positive
bilkul sahi nirupam kyunki congress ke paa kuch nahi bacha ab ja ke boleg bhi kya galiya,0,negative
n bengal 40se jyada bjp worker ki hatya ye hui knha ho mr call patrakar,2,neutral
word explain love respect dear keep go blast enjoy day may get whatev,2,neutral
sattar ya allah logoon se pakistan ki louti hui dolat ka bhi hisaab le ameen,2,neutral
kamal sir app bari admi hay ignor made person comment pleas focus cmship resolv th,2,neutral
patrag nafrat bahot ho chuki abh 4 saal tho araam karo sambit dont worri 5 year one get u st,1,positive
na told u girl nigga lie smh,1,positive
drop name ask question 1 age 2 height 3 fav song 4 birthday 5 bad habit 6 best friend 7 good habit,2,neutral
certif pe 167m kyu dikha rha,1,positive
bjp bahut sari shubh kananeaapko seco,2,neutral
happi birthday khush rho allah pak tmko kamyab krain stay bless 1 ur 50 s birthday,2,neutral
weekend tho tab tha jab 5 din school gond ghisn ke baad milta tha noth reach satisfact,2,neutral
itni problem hai de kyu nhi deta jiya ko talakh well know jiya ka behaviour kisa hai ti kisn bola iss,0,negative
tiran se tel loge mna sarkar abhi desh hi nahi pura banta aur sambhal rahaba 03apr tv hous walon ki salari,0,negative
pakiatan kitna h,1,positive
nwaz chor b chori kr k aaya tha2013 main 4 halqi kiun nai kholi agar sacha tha,0,negative
dur se dekha ganj uchhal rhe xiami 7 pro se dekha ubbal rhe,1,positive
shono exact tum jeeto yhh haro hmma tum sa pyar h pakistani team bss india k mada mukabil aoo,2,neutral
ji pranam sir ayush homoeopathi doctor ki jagah govt bsc gnm nurs ko communiti health offic,1,positive
modi bjp india pray rahul gandi never leav post bjp e,0,negative
rubika ji aap bhout badiya aur sach boln wale ho aap ek mahan anchor ho aapk sath har,2,neutral
ewe tant leni memek nya becek seru sape basah kasur nya haa love tant leni tar kita ber cinta lgh tant leni,2,neutral
wish veri happi bless ramadan ramjaan month almost power celebr tabu g bollywood,2,neutral
est tu hijo tuiteando sobr la liga de las leyenda btw buen teleport wukong lol lucha otra linea lmao los mago anda,1,positive
sex kisiko batana mat koi mujhpar yakeen karega bhi nahi sedlif meme memesdaili,1,positive
ye parchi ki hi nahosat se sara match khrab hua hai sala shuro main hi team pe presher dal k chla jata hai,0,negative
bjp ki 303 seat aan mai apka bhi yogdan hai sudhir ji thank,2,neutral
s much sticki high humid unbear bohat purana wala lawn suit zindabaad,2,neutral
duniya ka masoom tareen banda allah jhoot na bulway masoom dekho,1,positive
iska fayda bhi sirf woh log uthayeng jinko dusro ki problem se koi matlab nahi hain thoda public ko swabhimaan se,1,positive
madarchod randi ka sulad suwar teri maa behan beti ko chode tumlg sudhrog,0,negative
maam nt spread fake news musalmaan dara hua hain,2,neutral
garmi bhoolnay hi nahi day rahi kay wo hai wo jo irrit uninvit mehman houta hai na jo kitchen tak puhanch jaata hai,0,negative
aagaya apni jaat pe suar teri bahan ko mera pasand hai teri bv ko tere abba ka teri ko te,0,negative
meh ab iss larki sey interact nhi krunga jab tak yeh mujh sey pehlay interact na krley,0,negative
rahul sir congress parti ki vichardhara bharat ki janta ke beach nahi bahut pa rahi hai logo ke bich v,1,positive
mp jai modiji jai rss,2,neutral
sir apko aur bjp ko meri taraf se jeet ki bahut bahut subhkamnay app desh aur uchaiyo par le jay p,2,neutral
dkh k b bolna nhe ata dar dar k prh rahe apr pakistan gala phar phar k bolti,1,positive
aj k match k bad sb keh ry k 92 b asa e huwa tha dosto phr ye na ho k india bazi ly jay kio k 83 wala cup b idr e huwa tha,1,positive
aneeta sir apk kaal bhi hm berojgaar beth hai well qualifi hone k wabjud pareekha pas hone k wabjud k,0,negative
aur tu pr bhi attent lele bc itna effort apn jhaant se career ko improv krne lg,2,neutral
jada muslimo ke masiha bann ki kosi mat karo nase ki halat log kuch bhi kar sakt hai tumh bhi,0,negative
jaahil think everi voter vote bjp gods bhakt netih mindsick like u,0,negative
nt understand mean surakshit nahi hain get electricit,1,positive
vaha ka hindu marta pehl hai dr maruitui ka hi du bharat ke hindu jaisa nhe kehta kuch,0,negative
wish allah s khair noor may allah grant good end duniha,2,neutral
manifesto lo unadi chestunadu inka problem anti,1,positive
nahi radha ji kaon kahta h ki bhagat singh chandrashekhar aajad jais deshbhakt dharati pe janm nhi,2,neutral
hahahaha allah aisey maulana sahab se kaum ki hifazat farmaye ye mudd uthan nahi,2,neutral
mani mani congratul ab apk 2209 follow ho gye hai ese khub tarraki kro khush rho ram ram sa boy,2,neutral
kuya khel kaninang 1111 nag wish ako na sana magkita tayoooo pa meet greet kanaman dyan oh para makapag p,2,neutral
vyapari hai usdin modi ji k photo aur dialog k cd bechega,1,positive
farmer omg s beauti dramat,2,neutral
abey randi teri gardan ko kya hua muft ka maal milna band ho gaya toh toh,0,negative
kab sudhrog bjp ke paltu anchor chitput ghatna bta rhe ho itni fatti hai,0,negative
ppp ek zardari sub pe bhari shairon ka shikari zardari ag bari phir zardari,1,positive
yhi ki mujh tere pe trust nahi tu harr baari meko last circl marwa deta hai,2,neutral
ye zaleel mulk ke prime minist ko galiya deta tha offic ko damkiya deta tha ye ghaddar q nhi,1,positive
ayaaaaay ka mag shat daw 1st day school,2,neutral
talash pakistan kay har ghar ki kahani thank muftay well research preview featurefilm zeekayfilm come,0,negative
happi new month belov yahweh merci still settl case thank mrs seun ogunfil way fro,2,neutral
fav film come soon ardaaskaraan paji paji teaser,1,positive
sad allah separ someon love alway rememb good allah beauti,2,neutral
kon ya bi ak song lover hy,2,neutral
happi birthday hasin vasiyo k rhne vale piti ji alway blesssss u piti,2,neutral
yes u got right remov infiltr except believ human human hater,0,negative
sir bhaeya ji ka bahut hi sarahniya fesla jab hamari baat sunney,1,positive
oath hote hi plaibl media apna agenda lekar chalu bantawar ki rajneeti rajneta kam aur media vale jyada kart hai,0,negative
yeh toh kuch bhi nahi hai 05jun ke baad world cup bhi postpon ho jayegaa bhai ka stardom,1,positive
truth fouj mulk nahi chala sakti ho sub se mazbut munazam ha ye haram khor chor jahil bey eman siasa,0,negative
nhi wo jo ankhein dikh rhi un pr makeup kea hua prda allah pak ki raza aur muhabbat ke lea hota,2,neutral
tumhaar pass koi news nhi h kya jo esi faaltu chize dikha rhe ho desh ki secur ke liy jo jroori h,0,negative
news 18 sala tumhar pass kutta bili sabki news h lekin bikbot scam ke itn tweet ho rhe hai sirf rak,0,negative
dream see acoust perform sinc chronic,2,neutral
2014 ke baad jo desh ne tarakki ki hai vo pehl nahi thi ye sab modi ji ke aan ke baad hua ash modi ji aap ne ba,2,neutral
aap sundar sexi hai gajab ki kamar hai kya mulakat ho sakti hai apna den baat kark milunga,0,negative
young india youth prema khandu ji ko badhai congratul cm pad ki shapath bahut bahut badhai,2,neutral
pehl use write emo poetri ab kyu band kar diya likh likh ke saar emot khatam hogay hain,1,positive
happi birthday fati churail may mani mani mani sha allah stay bless say,2,neutral
hotel bakwa kar rahi hay habitu liar fond creat hollow scene,0,negative
ya know owaisi ji well bcz m hyderabad,1,positive
bose07 yad aya abhinandon ke kapd humar pas hain kehna,1,positive
mamta banerje ke guss mul karan bjp nhi uska khud ka aham hai wo khud ko kansh man rahi hai aur usk liy modi ji,0,negative
mahan p modi jee ko jeet ki bahut bahut subhkamnay mahanta ke liy pag pag aag bade,2,neutral
oye bhagori pehl model town hisaab jaga siasat khelt ho dead bodi ko bhi spare nahi kert ghatya log,0,negative
know jenni anyway fight everyon aay sth bbi love u uwu,2,neutral
pledgeagainstcorrupt good morn guru g bless us give us power sewa,2,neutral
aap jaisa neta mera aap aaj ke rajniti ka ideal hai jai want see ministri,1,positive
syd fw uss got ta realli sip mf tho,1,positive
ye madam ki glti ni h wo kya h ki naam ke pich jo inc lga hua h n ji wo hi motiv krwa deta h,1,positive
hi friend allah bless cute grand daughter pls suggest beauti name start k q,2,neutral
dont hafta explain buddi know everyon proud matter,2,neutral
ise bolo kalutosh bolta ye congress ja kutta,0,negative
desh ka muslim ko hamesha uska fundament right milla hai kya muslmaan jantantr ka hisha ni owai,2,neutral
allah pak app aur appki ki famili ko sabrejameel atta farmayi ameen load love respect brother,2,neutral
shaadi kab karni hai bharatthiseid,1,positive
pakistan wale itn garib hai ki apn captain ko ek 200 wala tie bhi nahi de sakt iccworldcup2019,0,negative
ps chota boy india democraci mean right choos,1,positive
kyuu k tm log ghareeb awaam ka tax ka paisa chori krta thay aur kr rhay ho awaam tm logo ke money lau,1,positive
sharma govt 5sal sirf jumla diya hum e ye bjp sarkar juml k siwa aur k,1,positive
jb hindustan khud hindustan ke bare nhi sonch raha h dhrm ke naam pe bjp jais logon ko jitaya,0,negative
bjp ko vote muslim mahilaon n purushon ne diy jinko yojnaon ka fayda milaya,2,neutral
south africa even tri world cup far like apolog letter cricket savban,0,negative
mp congress ki sarkar aayi hai light kase rh jaegi invertor le aao ki sarkar phle pai,1,positive
tweet bahut late ho gaay bhai bharatin5day,2,neutral
dicto tmhare abba rahul jais cover kia tune,1,positive
jb itni fat rhi muh kyu maarn aa jaat ho dusr tweet dekh ke kya ja,1,positive
modi ji kisi ke saga nahi hain aur saga kyun ho muft modi ka jhuth sath,2,neutral
